"","Name","Platform","Year_of_Release","Genre","Publisher","NA_players","EU_players","JP_players","Other_players","Global_players","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating"
"2754","The Godfather II","PS3","2009","Action","Electronic Arts",4100000,2100000,1e+05,1e+06,740000,67,53,7.2,50,"EA Redwood Shores","M"
"2755","Mortal Kombat: Unchained","PSP","2006","Fighting","Midway Games",6700000,1e+05,0,6e+05,740000,70,19,8.8,31,"JGI Entertainment","M"
"2756","Need for Speed: Shift","PSP","2009","Racing","Electronic Arts",1600000,3700000,1e+05,2100000,740000,69,11,6.5,31,"EA Bright Light","E"
"2762","Midnight Club 3: DUB Edition","XB","2005","Racing","Take-Two Interactive",6100000,1e+06,0,3e+05,740000,84,53,7.4,40,"Rockstar San Diego","E10+"
"2764","Tom Clancy's Rainbow Six: Vegas","PSP","2007","Shooter","Ubisoft",4200000,1900000,0,1300000,740000,60,20,7.1,31,"Ubisoft Montreal","T"
"2768","Red Faction: Guerrilla","PS3","2009","Shooter","THQ",3300000,2700000,2e+05,1200000,740000,85,56,8.1,136,"Volition Inc.","M"
"2771","Ace Combat: Assault Horizon","PS3","2011","Action","Namco Bandai Games",3e+06,1500000,2200000,7e+05,740000,77,28,6.7,82,"Project Aces","T"
"2773","Unreal Championship","XB","2002","Shooter","Atari",5900000,1200000,0,3e+05,740000,83,29,8.2,24,"Digital Extremes","M"
"2778","MLB 13: The Show","PS3","2013","Sports","Sony Computer Entertainment",6700000,0,0,7e+05,740000,87,36,7.8,114,"SCEA San Diego Studios","E"
"2779","LEGO Marvel Super Heroes","WiiU","2013","Action","Warner Bros. Interactive Entertainment",3100000,3500000,2e+05,6e+05,740000,82,8,8,71,"TT Games","E10+"
"2780","Namco Museum Remix","Wii","2007","Misc","Atari",6800000,0,0,5e+05,740000,49,18,6.3,4,"TOSE","E"
"2782","Sword of Mana","GBA","2003","Role-Playing","Nintendo",3100000,1100000,3e+06,2e+05,740000,72,31,8.3,25,"Brownie Brown","E"
"2784","Marvel: Ultimate Alliance 2","PS3","2009","Role-Playing","Activision",4900000,1500000,0,9e+05,730000,74,48,7.3,51,"Vicarious Visions","T"
"2786","Resonance of Fate","PS3","2010","Role-Playing","Sega",2e+06,2100000,2400000,8e+05,730000,72,42,8,136,"Tri-Ace","T"
"2788","Pirates of the Caribbean: At World's End","PS3","2007","Action","Disney Interactive Studios",1700000,4100000,0,1500000,730000,55,24,6.9,19,"Eurocom Entertainment Software","T"
"2793","Tiger Woods PGA Tour 08","PS3","2007","Sports","Electronic Arts",2200000,3700000,0,1400000,730000,79,30,6.6,7,"EA Salt Lake","E"
"2794","Classic NES Series: Donkey Kong","GBA","2004","Platform","Nintendo",4e+06,1500000,1700000,1e+05,730000,55,15,4.8,4,"Nintendo","E"
"2795","Harvest Moon: Animal Parade","Wii","2008","Simulation","Rising Star Games",5800000,8e+05,2e+05,5e+05,730000,76,10,8.9,20,"Natsume","E"
"2799","WWE SmackDown vs. Raw 2010","Wii","2009","Fighting","THQ",4900000,1700000,0,6e+05,730000,78,11,7.7,9,"Yuke's","T"
"2800","Style Savvy: Trendsetters","3DS","2012","Simulation","Nintendo",1600000,2e+05,5300000,1e+05,730000,76,5,8,15,"syn Sophia","E"
"2804","Oddworld: Munch's Oddysee","XB","2001","Platform","Atari",5400000,1600000,0,3e+05,730000,80,30,8.7,32,"Oddworld Inhabitants","T"
"2808","NHL 11","X360","2010","Sports","Electronic Arts",6100000,7e+05,0,5e+05,730000,88,49,7.7,71,"Electronic Arts","E10+"
"2809","NCAA Football 07","X360","2006","Sports","Electronic Arts",6700000,0,0,6e+05,730000,79,43,6.9,20,"EA Sports","E"
"2811","Full Spectrum Warrior","XB","2004","Strategy","THQ",5400000,1600000,0,3e+05,730000,84,67,8.7,27,"Pandemic Studios","M"
"2812","LEGO Marvel's Avengers","PS4","2016","Action","Warner Bros. Interactive Entertainment",2600000,3500000,0,1200000,730000,71,70,7,87,"TT Games","E10+"
"2813","Katamari Damacy","PS2","2004","Puzzle","Namco Bandai Games",4700000,2e+05,1700000,8e+05,730000,86,55,9,86,"Namco","E"
"2814","Just Dance 2015","WiiU","2014","Misc","Ubisoft",3800000,2900000,0,6e+05,730000,75,6,6.6,26,"Ubisoft","E10+"
"2816","LEGO Dimensions","PS4","2015","Action","Warner Bros. Interactive Entertainment",2400000,3700000,0,1200000,730000,80,53,7.1,65,"Traveller's Tales","E10+"
"2817","Naruto Shippuden: Ultimate Ninja Storm Generations","PS3","2012","Fighting","Namco Bandai Games",2700000,2400000,1400000,8e+05,730000,74,23,7.1,83,"CyberConnect2, Racjin","T"
"2818","Shaun Palmer's Pro Snowboarder","PS2","2001","Sports","Codemasters",3600000,2800000,0,9e+05,730000,64,17,8.7,13,"Dearsoft","E"
"2819","James Bond 007: Agent Under Fire","GC","2002","Shooter","Electronic Arts",5600000,1500000,0,2e+05,720000,74,16,6.8,25,"Electronic Arts","T"
"2820","Harvest Moon DS: Island of Happiness","DS","2007","Simulation","Rising Star Games",4300000,1e+05,2500000,4e+05,720000,65,15,7,22,"TOSE","E"
"2821","Star Wars Episode III: Revenge of the Sith","GBA","2005","Action","Ubisoft",5200000,1900000,0,1e+05,720000,73,13,7.5,12,"Ubisoft","E10+"
"2822","Ultimate Spider-Man","PS2","2005","Action","Activision",6e+06,2e+05,0,1e+06,720000,74,52,7.9,54,"Treyarch","T"
"2823","Monopoly Streets","Wii","2010","Misc","Electronic Arts",2300000,4200000,0,8e+05,720000,65,9,5.2,5,"Electronic Arts","E"
"2831","NBA Live 08","PS2","2007","Sports","Electronic Arts",5900000,2e+05,1e+05,1e+06,720000,68,10,6.6,9,"EA Canada","E"
"2833","Dead to Rights","XB","2002","Shooter","Electronic Arts",5300000,1700000,0,3e+05,720000,73,39,8.9,16,"Namco","M"
"2834","Indiana Jones and the Staff of Kings","Wii","2009","Action","Activision",3600000,2900000,0,7e+05,720000,55,32,7,28,"Artificial Mind and Movement","T"
"2835","Tiger Woods PGA Tour 07","PS2","2006","Sports","Electronic Arts",6e+06,2e+05,0,1e+06,720000,79,33,6,8,"EA Redwood Shores","E"
"2838","Major League Baseball 2K7","X360","2007","Sports","Spike",6700000,0,0,6e+05,720000,79,31,7.1,34,"Kush Games","E"
"2842","X-Men: Mutant Academy 2","PS","2001","Fighting","Activision",4e+06,2700000,0,5e+05,720000,72,12,8.4,18,"Paradox Development","T"
"2843","Kirby: Canvas Curse","DS","2005","Platform","Nintendo",3600000,0,3200000,3e+05,720000,86,48,8.2,87,"HAL Labs","E"
"2846","Madden NFL 10","Wii","2009","Sports","Electronic Arts",6200000,4e+05,0,6e+05,720000,77,23,7.2,24,"EA Tiburon","E"
"2847","MLB 09: The Show","PS3","2009","Sports","Sony Computer Entertainment",6600000,0,0,6e+05,720000,90,27,8.1,61,"SCEA San Diego Studios","E"
"2851","Super Monkey Ball Jr.","GBA","2002","Puzzle","Atari",5100000,1900000,0,1e+05,720000,82,20,8.6,11,"Realism Ltd","E"
"2853","F1 2011","X360","2011","Racing","Codemasters",1100000,5e+06,1e+05,9e+05,720000,84,61,7.1,54,"Codemasters","E"
"2854","Mobile Suit Gundam: Encounters in Space","PS2","2003","Simulation","Namco Bandai Games",5e+05,4e+05,6100000,1e+05,720000,66,10,8.5,37,"Bandai","T"
"2855","MLB 10: The Show","PS3","2010","Sports","Sony Computer Entertainment",6600000,0,0,6e+05,720000,91,33,8.3,107,"SCEA","E"
"2856","MX vs. ATV Reflex","X360","2009","Racing","THQ",5200000,1400000,0,6e+05,720000,75,47,6.6,30,"Rainbow Studios","E"
"2857","Blur","PS3","2010","Racing","Activision",2200000,3600000,2e+05,1200000,720000,81,58,8.2,86,"Bizarre Creations","E10+"
"2862","The Lord of the Rings: The Two Towers","XB","2002","Action","Electronic Arts",4500000,2400000,0,3e+05,710000,79,17,8.1,18,"Stormfront Studios","T"
"2863","Madden NFL 2003","XB","2002","Sports","Electronic Arts",6700000,2e+05,0,3e+05,710000,92,16,8.3,16,"EA Tiburon","E"
"2864","Skate","X360","2007","Sports","Electronic Arts",6200000,3e+05,0,6e+05,710000,86,59,8.4,137,"EA Black Box","T"
"2867","Ben 10: Protector of Earth","PSP","2007","Action","D3Publisher",2300000,3e+06,0,1800000,710000,60,4,7.2,23,"High Voltage Software","E10+"
"2868","Virtua Fighter 4: Evolution","PS2","2003","Fighting","Sega",3500000,2700000,0,9e+05,710000,93,30,9,48,"Sega","T"
"2870","Resident Evil: Survivor","PS","2000","Action","Eidos Interactive",2300000,1500000,2900000,5e+05,710000,39,10,7,47,"Capcom","M"
"2871","The Sims 2: Castaway","DS","2007","Simulation","Electronic Arts",6200000,4e+05,0,6e+05,710000,66,8,4,5,"Full Fat","E"
"2873","Godzilla: Destroy All Monsters Melee","GC","2002","Fighting","Atari",5500000,1400000,0,2e+05,710000,73,30,7.8,23,"Pipeworks Software, Inc.","T"
"2878","Spyro: Enter the Dragonfly","GC","2002","Platform","Universal Interactive",5500000,1400000,0,2e+05,710000,48,13,5.1,24,"Equinoxe","E"
"2880","Power Rangers: Dino Thunder","PS2","2004","Action","THQ",3500000,2700000,0,9e+05,710000,49,6,6.2,5,"Pacific Coast Power & Light","E"
"2881","Madden NFL 08","PSP","2007","Sports","Electronic Arts",6e+06,4e+05,0,7e+05,710000,75,10,6.8,8,"EA Tiburon","E"
"2886","Madden NFL 09","PSP","2008","Sports","Electronic Arts",6500000,0,0,6e+05,710000,68,8,6.5,4,"EA Tiburon","E"
"2888","NBA Live 09","X360","2008","Sports","Electronic Arts",5e+06,1400000,0,7e+05,710000,77,32,7.4,14,"EA Canada","E"
"2890","Dragon Ball: Xenoverse 2","PS4","2016","Action","Namco Bandai Games",2400000,2700000,9e+05,1e+06,710000,73,54,7.8,117,"Dimps Corporation","T"
"2891","Dynasty Warriors 6","PS3","2007","Action","Tecmo Koei",1800000,7e+05,4100000,4e+05,710000,59,31,7.3,49,"Koei, Omega Force","T"
"2894","NCAA Football 09","X360","2008","Sports","Electronic Arts",6500000,0,0,5e+05,710000,83,24,7.7,26,"EA Tiburon","E"
"2895","Doom 3: Resurrection of Evil","XB","2005","Shooter","Activision",5300000,1500000,0,3e+05,710000,77,41,7.9,16,"id Software, Nerve Software","M"
"2897","Dragon Quest Swords: The Masked Queen and the Tower of Mirrors","Wii","2007","Role-Playing","Square Enix",1800000,1e+05,5e+06,2e+05,7e+05,65,43,5.9,21,"Eighting, Genius Sonority Inc.","T"
"2899","Tony Hawk's Underground","GC","2003","Sports","Activision",5400000,1400000,0,2e+05,7e+05,89,19,8.5,24,"Neversoft Entertainment","T"
"2900","Spider-Man 2","PSP","2005","Action","Activision",3500000,2100000,0,1400000,7e+05,67,43,6.9,8,"Vicarious Visions","T"
"2902","NCAA Football 08","X360","2007","Sports","Electronic Arts",6500000,0,0,5e+05,7e+05,81,30,7.8,44,"EA Sports","E"
"2904","Skylanders: Trap Team","WiiU","2014","Action","Activision",3800000,2600000,0,6e+05,7e+05,86,4,7.1,18,"Toys for Bob","E10+"
"2905","Star Wars: Obi-Wan","XB","2001","Action","Activision",5200000,1600000,0,2e+05,7e+05,58,28,5.9,14,"LucasArts","T"
"2906","Ace Attorney Investigations: Miles Edgeworth","DS","2009","Adventure","Capcom",2300000,1400000,3e+06,4e+05,7e+05,78,51,8.4,79,"Capcom","T"
"2907","Kill.Switch","PS2","2003","Shooter","Sony Computer Entertainment",3400000,2700000,0,9e+05,7e+05,73,33,8.3,19,"Namco","T"
"2911","SplashDown","PS2","2001","Racing","Atari",3400000,2700000,0,9e+05,7e+05,84,22,8.2,11,"Rainbow Studios","E"
"2913","Jade Empire","XB","2005","Role-Playing","Microsoft Game Studios",4800000,1900000,0,3e+05,7e+05,89,84,8.6,113,"BioWare","M"
"2918","Lego Star Wars: The Force Awakens","PS4","2016","Action","Warner Bros. Interactive Entertainment",1600000,4300000,1e+05,1100000,7e+05,78,61,7.5,91,"TT Games","E10+"
"2919","NHL 12","X360","2011","Sports","Electronic Arts",5500000,1e+06,0,5e+05,7e+05,86,56,7,72,"Electronic Arts","E10+"
"2920","Advance Wars","GBA","2001","Strategy","Nintendo",5e+06,1900000,0,1e+05,7e+05,92,28,9,95,"Intelligent Systems","E"
"2921","NASCAR 2001","PS2","2000","Racing","Electronic Arts",3400000,2700000,0,9e+05,7e+05,66,16,6.6,9,"EA Sports","E"
"2924","Mafia","PS2","2004","Action","Illusion Softworks",3400000,2700000,0,9e+05,7e+05,65,30,7.6,62,"Illusion Softworks","M"
"2926","Ape Escape: On the Loose","PSP","2005","Platform","Sony Computer Entertainment",5200000,0,1200000,5e+05,7e+05,66,35,6.4,16,"SCEA, Sims","E"
"2927","Mobile Suit Gundam: Journey to Jaburo","PS2","2000","Simulation","Namco Bandai Games",1600000,1300000,3600000,4e+05,7e+05,58,16,8.1,49,"Bandai","T"
"2928","MLB 08: The Show","PS3","2008","Sports","Sony Computer Entertainment",6400000,0,0,5e+05,7e+05,85,33,8.7,76,"SCEA San Diego Studios","E"
"2929","TimeSplitters 2","PS2","2002","Shooter","Eidos Interactive",3400000,2700000,0,9e+05,7e+05,90,33,8.8,127,"Free Radical Design","T"
"2930","Omerta: City of Gangsters","X360","2011","Simulation","Konami Digital Entertainment",4200000,2200000,0,6e+05,7e+05,43,18,3.3,25,"Kalypso","T"
"2931","Driver: San Francisco","X360","2011","Racing","Ubisoft",2500000,3700000,0,7e+05,7e+05,80,63,7.6,130,"Ubisoft Reflections","T"
"2932","Classic NES Series: Zelda II: The Adventure of Link","GBA","2004","Adventure","Nintendo",3700000,1400000,1700000,1e+05,7e+05,73,8,7.5,39,"Nintendo","E"
"2935","James Bond 007: Blood Stone","PS3","2010","Shooter","Activision",1800000,3600000,2e+05,1300000,7e+05,65,49,7.4,45,"Bizarre Creations","T"
"2939","Metal Gear Solid: Portable Ops Plus","PSP","2007","Action","Konami Digital Entertainment",2600000,0,2600000,1700000,690000,65,19,7.5,27,"Kojima Productions","T"
"2940","LEGO Rock Band","Wii","2009","Misc","Warner Bros. Interactive Entertainment",4100000,2200000,0,6e+05,690000,70,15,6.8,6,"TT Fusion","E10+"
"2942","Halo 2 Multiplayer Map Pack","XB","2005","Shooter","Microsoft Game Studios",5400000,1300000,0,2e+05,690000,89,37,7.4,34,"Bungie Software","M"
"2943","Mortal Kombat: Shaolin Monks","PS2","2005","Action","Midway Games",5800000,2e+05,0,9e+05,690000,77,41,8.6,74,"Midway Studios - Los Angeles","M"
"2948","MotionSports","X360","2010","Sports","Ubisoft",3800000,2500000,0,6e+05,690000,40,30,4.4,9,"Ubisoft Milan","T"
"2949","MX vs. ATV Unleashed: On the Edge","PSP","2006","Racing","THQ",6400000,0,0,5e+05,690000,68,22,8.1,7,"Rainbow Studios","E"
"2950","Mario Pinball Land","GBA","2004","Misc","Nintendo",5e+06,1800000,0,1e+05,690000,62,35,4.9,11,"Fuse Games Limited","E"
"2953","Dragon Ball Z: Budokai","GC","2003","Fighting","Atari",5300000,1400000,0,2e+05,690000,65,16,6.3,15,"Pyramid","T"
"2958","The Sims 2: Apartment Pets","DS","2008","Simulation","Electronic Arts",3100000,3e+06,0,7e+05,690000,50,12,3.3,4,"Full Fat","E"
"2959","Harry Potter and the Chamber of Secrets","GC","2002","Action","Electronic Arts",5300000,1400000,0,2e+05,690000,77,14,8.3,27,"Eurocom Entertainment Software","E"
"2960","Prince of Persia: The Forgotten Sands","PS3","2010","Action","Ubisoft",1900000,3600000,1e+05,1200000,690000,75,49,7.6,120,"Ubisoft Montreal","T"
"2962","The Lord of the Rings: The Return of the King","GC","2003","Action","Electronic Arts",5300000,1400000,0,2e+05,690000,84,23,8.5,21,"Hypnos Entertainment","T"
"2965","Top Spin 4","PS3","2011","Sports","Take-Two Interactive",1700000,3900000,0,1300000,690000,82,37,7.7,55,"2K Czech","E"
"2967","Baldur's Gate: Dark Alliance II","PS2","2004","Role-Playing","Interplay",3400000,2600000,0,9e+05,680000,78,44,8.7,54,"Black Isle Studios","T"
"2968","Shark Tale","GBA","2004","Action","Activision",4900000,1800000,0,1e+05,680000,63,8,9,4,"Vicarious Visions","E"
"2969","IL-2 Sturmovik: Birds of Prey","PS3","2009","Simulation","505 Games",3400000,2500000,0,1e+06,680000,81,28,7.3,20,"Gaijin Entertainment","T"
"2973","NBA Street Vol. 2","XB","2003","Sports","Electronic Arts",6200000,4e+05,0,2e+05,680000,89,22,8.8,24,"Electronic Arts","E"
"2975","MX vs. ATV Untamed","X360","2007","Racing","THQ",5500000,8e+05,0,6e+05,680000,70,43,7.1,17,"Rainbow Studios","E"
"2976","The Last Remnant","X360","2008","Role-Playing","Square Enix",2500000,2e+06,1800000,6e+05,680000,66,49,6.9,122,"Square Enix","M"
"2977","NCAA Football 2005","XB","2004","Sports","Electronic Arts",6300000,2e+05,0,3e+05,680000,89,29,8,12,"EA Sports","E"
"2980","Naruto: Clash of Ninja","GC","2003","Fighting","Tomy Corporation",5300000,1400000,0,2e+05,680000,72,21,8.1,20,"Tomy Corporation","T"
"2982","Prince of Persia: The Two Thrones","PS2","2005","Action","Ubisoft",5700000,2e+05,0,9e+05,680000,85,46,8.5,111,"Ubisoft Montreal","M"
"2983","Hot Shots Golf: Open Tee 2","PSP","2007","Sports","Sony Computer Entertainment",2100000,1100000,2800000,8e+05,680000,82,42,8.6,12,"Clap Hanz","E"
"2987","Iron Man","PS3","2008","Action","Sega",3200000,2500000,0,1100000,680000,42,27,6.2,45,"Secret Level","T"
"2988","FIFA Soccer 06","XB","2005","Sports","Electronic Arts",2900000,3800000,0,1e+05,680000,80,39,7.5,22,"EA Canada","E"
"2989","Fight Night 2004","XB","2004","Fighting","Electronic Arts",5100000,1500000,0,2e+05,680000,85,47,8.7,20,"EA Sports","T"
"2991",".hack//Mutation Part 2","PS2","2002","Role-Playing","Atari",2300000,1800000,2e+06,6e+05,680000,76,24,8.9,81,"CyberConnect2","T"
"2993","Cars: Mater-National Championship","DS","2007","Racing","THQ",6300000,0,0,5e+05,680000,69,7,6.8,5,"Rainbow Studios","E"
"2996","Kirby's Dream Collection: Special Edition","Wii","2012","Action","Nintendo",3300000,0,3300000,2e+05,670000,82,6,8.8,37,"HAL Labs","E10+"
"2997","Return to Castle Wolfenstein: Tides of War","XB","2003","Shooter","Activision",4900000,1600000,0,2e+05,670000,84,38,8.8,33,"Nerve Software","M"
"2999","Spider-Man 3","PS3","2007","Platform","Activision",2600000,2900000,2e+05,1100000,670000,60,33,7,40,"Treyarch","T"
"3008","Armored Core 3","PS2","2002","Simulation","Metro 3D",2200000,1700000,2300000,6e+05,670000,74,23,9,33,"From Software","T"
"3009","Star Wars: Republic Commando","XB","2005","Shooter","Activision",4800000,1700000,0,2e+05,670000,78,54,8.9,89,"LucasArts","T"
"3012","The LEGO Movie Videogame","PS4","2014","Action","Warner Bros. Interactive Entertainment",2400000,3100000,1e+05,1100000,670000,71,31,7.1,98,"TT Games","E10+"
"3013","Turok","PS3","2008","Action","Touchstone",3500000,2100000,1e+05,1e+06,670000,67,38,6,39,"Propaganda Games","M"
"3015","Terraria","X360","2013","Action","505 Games",3500000,2700000,0,6e+05,670000,81,39,7.2,139,"Engine Software","T"
"3016","Red Steel","Wii","2006","Shooter","Ubisoft",5400000,3e+05,4e+05,5e+05,670000,63,54,6.8,121,"Ubisoft Paris","T"
"3021","Unreal Tournament III","PS3","2007","Shooter","Midway Games",3300000,2300000,0,1e+06,670000,86,42,7.7,127,"Epic Games","M"
"3023","Fossil Fighters: Champions","DS","2010","Role-Playing","Nintendo",3100000,0,3400000,2e+05,670000,68,8,7.1,11,"RED Entertainment, Artdink","E"
"3024","The Sims 3","DS","2010","Simulation","Electronic Arts",3800000,2200000,0,6e+05,670000,73,9,6.4,20,"Exient Entertainment","E"
"3030","NFL Street","XB","2004","Sports","Electronic Arts",4900000,1500000,0,2e+05,660000,81,38,8.8,9,"EA Tiburon","E"
"3031","Final Fantasy Crystal Chronicles: Ring of Fates","DS","2007","Role-Playing","Square Enix",2200000,1e+05,4200000,2e+05,660000,77,41,7.2,25,"Square Enix","E10+"
"3032","Bakugan: Battle Brawlers","Wii","2009","Action","Activision",5900000,3e+05,0,5e+05,660000,62,12,7.2,11,"Now Production","E"
"3033","Blazing Angels: Squadrons of WWII","PS3","2006","Simulation","Ubisoft",3500000,2200000,0,1e+06,660000,67,26,6.9,9,"Ubisoft","T"
"3034","WWE SmackDown vs. RAW 2007","PSP","2006","Fighting","THQ",3300000,2e+06,0,1400000,660000,78,13,8.1,21,"Yuke's","T"
"3036","F1 2015","PS4","2015","Racing","Codemasters",9e+05,4500000,3e+05,1e+06,660000,65,46,6.3,43,"Codemasters","E"
"3037","Tony Hawk's Proving Ground","PS2","2007","Sports","Activision",5500000,2e+05,0,9e+05,660000,65,6,6.6,17,"Page 44 Studios","T"
"3038","The Darkness","PS3","2007","Shooter","Take-Two Interactive",2e+06,3300000,0,1300000,660000,80,35,7.7,107,"Starbreeze","M"
"3040","MLB 2004","PS2","2003","Sports","Sony Computer Entertainment",3200000,2500000,0,8e+05,660000,61,21,7.9,9,"989 Sports","E"
"3044","Darkstone","PS","2001","Role-Playing","Electronic Arts",3700000,2500000,0,4e+05,660000,58,10,8.3,12,"Delphine Software International","T"
"3045","NCAA March Madness 2003","PS2","2002","Sports","Electronic Arts",3200000,2500000,0,8e+05,660000,74,13,8,27,"NuFX","E"
"3048","Thrillville","PS2","2006","Strategy","Atari",5500000,2e+05,0,9e+05,660000,69,32,2.9,52,"Frontier Developments","E10+"
"3054","NHL 10","X360","2009","Sports","Electronic Arts",5100000,1e+06,0,6e+05,660000,88,52,8.4,71,"EA Canada","E10+"
"3055","100 Classic Books","DS","2008","Misc","Nintendo",1200000,5200000,0,2e+05,660000,70,7,6,12,"Genius Sonority Inc.",""
"3060","Street Fighter Anniversary Collection","PS2","2004","Fighting","Capcom",3200000,2500000,0,8e+05,660000,78,30,8.7,20,"Capcom","T"
"3062","NHL 13","X360","2012","Sports","Electronic Arts",5100000,1e+06,0,5e+05,660000,83,44,6.6,86,"Electronic Arts","E10+"
